cafe_location,transaction_id,date_time,customer_id,item,item_quantity,net_price
Slushie,CAF0000566,1/18/25 12:22,C5156,Pizza Slice,1,5.99
Slurpie,CAF0000566,1/18/25 12:22,C5156,Cookie,2,2.75
Icee,CAF0000566,1/18/25 12:22,C5156,Burger,2,10.99
Slurpie,CAF0005312,1/18/25 12:24,C6562,Soup,2,5.99
Slurpie,CAF0005312,1/18/25 12:24,C6562,Pizza Slice,2,5.99
Icee,CAF0001379,1/18/25 12:26,C5369,Breakfast Sandwich,1,7.85
Icee,CAF0001379,1/18/25 12:26,C5369,Fries,2,4.99
Slushie,CAF0010934,1/18/25 12:26,C8245,Cookie,2,2.75
Slurpie,CAF0012454,1/18/25 12:26,C8713,Soda,1,2.99
Icee,CAF0012454,1/18/25 12:26,C8713,Fries,1,4.99
Slushie,CAF0012454,1/18/25 12:26,C8713,Hot Chocolate,1,3.99
Slushie,CAF0004182,1/18/25 12:29,C6216,Breakfast Sandwich,1,7.85
Slushie,CAF0009440,1/18/25 12:32,C7792,Burger,1,10.99
Slushie,CAF0013480,1/18/25 12:33,C9027,Fries,2,4.99
Icee,CAF0013480,1/18/25 12:33,C9027,Breakfast Sandwich,2,7.85
Icee,CAF0013480,1/18/25 12:33,C9027,Burger,1,10.99
Icee,CAF0007003,1/18/25 12:35,C7058,Burger,2,10.99
Slurpie,CAF0007003,1/18/25 12:35,C7058,Soda,1,2.99
Icee,CAF0013315,1/18/25 12:35,C8986,Cookie,1,2.75
Slushie,CAF0013315,1/18/25 12:35,C8986,Coffee,1,3.99
Slurpie,CAF0013315,1/18/25 12:35,C8986,Soup,2,5.99
Slurpie,CAF0000734,1/18/25 12:37,C5200,Coffee,2,3.99
Slushie,CAF0021195,1/18/25 12:39,M1153,Cookie,2,2.34
Slushie,CAF0009222,1/18/25 12:46,C7728,Soda,1,2.99
Slushie,CAF0019487,1/18/25 12:47,M1109,Fries,2,4.24
Slushie,CAF0019487,1/18/25 12:47,M1109,Burger,2,9.34
Slurpie,CAF0021390,1/18/25 12:49,M1158,Cookie,1,2.34
Slushie,CAF0021390,1/18/25 12:49,M1158,Soup,2,5.09
Slurpie,CAF0021390,1/18/25 12:49,M1158,Pizza Slice,1,5.09
Icee,CAF0008023,1/18/25 12:51,C7377,Burger,2,10.99
Icee,CAF0008023,1/18/25 12:51,C7377,Breakfast Sandwich,1,7.85
Slushie,CAF0006509,1/18/25 12:57,C6915,Pizza Slice,2,5.99
Slushie,CAF0007092,1/18/25 12:57,C7091,Coffee,1,3.99
Icee,CAF0007092,1/18/25 12:57,C7091,Soda,2,2.99
Slushie,CAF0008292,1/18/25 12:57,C7465,Hot Chocolate,1,3.99
Slushie,CAF0008292,1/18/25 12:57,C7465,Pizza Slice,2,5.99
Slushie,CAF0008292,1/18/25 12:57,C7465,Soup,1,5.99
Icee,CAF0007093,1/18/25 13:02,C7091,Pizza Slice,2,5.99
Slurpie,CAF0011875,1/18/25 13:02,C8532,Fries,2,4.99
Slushie,CAF0011875,1/18/25 13:02,C8532,Hot Chocolate,2,3.99
Icee,CAF0004924,1/18/25 13:08,C6437,Soup,2,5.99
Slushie,CAF0010243,1/18/25 13:08,C8047,Coffee,2,3.99
Slurpie,CAF0010243,1/18/25 13:08,C8047,Fries,2,4.99
Slushie,CAF0010243,1/18/25 13:08,C8047,Pizza Slice,1,5.99
Slushie,CAF0011893,1/18/25 13:09,C8538,Coffee,1,3.99
Slushie,CAF0011893,1/18/25 13:09,C8538,Fries,1,4.99
Icee,CAF0003443,1/18/25 13:11,C6004,Hot Chocolate,2,3.99
Slurpie,CAF0003443,1/18/25 13:11,C6004,Fries,2,4.99
Slurpie,CAF0009065,1/18/25 13:18,C7682,Burger,1,10.99
Icee,CAF0009065,1/18/25 13:18,C7682,Pizza Slice,1,5.99
Slurpie,CAF0000093,1/18/25 13:19,C5020,Pizza Slice,2,5.99
Slushie,CAF0000093,1/18/25 13:19,C5020,Fries,2,4.99
Slushie,CAF0017325,1/18/25 13:24,M1052,Coffee,1,3.39
Slurpie,CAF0017325,1/18/25 13:24,M1052,Hot Chocolate,2,3.39
Icee,CAF0017325,1/18/25 13:24,M1052,Fries,2,4.24
Slurpie,CAF0008788,1/18/25 13:25,C7607,Pizza Slice,2,5.99
Slurpie,CAF0008788,1/18/25 13:25,C7607,Burger,1,10.99
Slurpie,CAF0003442,1/18/25 13:26,C6004,Fries,2,4.99
Slushie,CAF0003442,1/18/25 13:26,C6004,Soup,2,5.99
Slushie,CAF0006542,1/18/25 13:28,C6925,Fries,1,4.99
Icee,CAF0006542,1/18/25 13:28,C6925,Coffee,2,3.99
Slushie,CAF0006542,1/18/25 13:28,C6925,Cookie,1,2.75
Icee,CAF0008142,1/18/25 13:29,C7413,Fries,2,4.99
Icee,CAF0017324,1/18/25 13:32,M1052,Burger,2,9.34
Slurpie,CAF0017324,1/18/25 13:32,M1052,Pizza Slice,1,5.09
Icee,CAF0006543,1/18/25 13:38,C6925,Fries,2,4.99
Slurpie,CAF0006543,1/18/25 13:38,C6925,Breakfast Sandwich,2,7.85
Icee,CAF0006543,1/18/25 13:38,C6925,Coffee,2,3.99
Icee,CAF0016513,1/18/25 13:40,M1025,Breakfast Sandwich,2,6.67
Icee,CAF0016513,1/18/25 13:40,M1025,Soda,1,2.54
Icee,CAF0004427,1/18/25 13:43,C6285,Pizza Slice,2,5.99
Slurpie,CAF0016835,1/18/25 13:45,M1038,Coffee,1,3.39
Icee,CAF0016835,1/18/25 13:45,M1038,Pizza Slice,1,5.09
Icee,CAF0000094,1/18/25 13:46,C5020,Cookie,1,2.75
Slurpie,CAF0000094,1/18/25 13:46,C5020,Hot Chocolate,1,3.99
Slushie,CAF0002551,1/18/25 13:48,C5728,Coffee,1,3.99
Slushie,CAF0001221,1/18/25 13:52,C5326,Breakfast Sandwich,2,7.85
Icee,CAF0001221,1/18/25 13:52,C5326,Cookie,2,2.75
Slurpie,CAF0008787,1/18/25 13:56,C7607,Soup,2,5.99
Slushie,CAF0005069,1/18/25 13:57,C6488,Coffee,1,3.99
Slurpie,CAF0013540,1/18/25 13:57,C9044,Burger,2,10.99
Slushie,CAF0000314,1/18/25 14:00,C5079,Soup,2,5.99
Slushie,CAF0008022,1/18/25 14:01,C7377,Burger,2,10.99
Icee,CAF0008022,1/18/25 14:01,C7377,Hot Chocolate,1,3.99
Icee,CAF0001354,1/18/25 14:04,C5364,Hot Chocolate,2,3.99
Slushie,CAF0001354,1/18/25 14:04,C5364,Coffee,2,3.99
Icee,CAF0005723,1/18/25 14:06,C6685,Hot Chocolate,1,3.99
Icee,CAF0005723,1/18/25 14:06,C6685,Soda,2,2.99
Slurpie,CAF0005723,1/18/25 14:06,C6685,Soup,1,5.99
Slushie,CAF0019613,1/18/25 14:14,M1113,Pizza Slice,1,5.09
Slurpie,CAF0019613,1/18/25 14:14,M1113,Cookie,1,2.34
Slushie,CAF0019613,1/18/25 14:14,M1113,Burger,2,9.34
Slurpie,CAF0002198,1/18/25 14:20,C5613,Coffee,2,3.99
Slushie,CAF0002198,1/18/25 14:20,C5613,Pizza Slice,1,5.99
Slurpie,CAF0002198,1/18/25 14:20,C5613,Hot Chocolate,2,3.99
Slurpie,CAF0004263,1/18/25 14:28,C6236,Burger,1,10.99
Slurpie,CAF0009066,1/18/25 14:35,C7682,Cookie,2,2.75
Icee,CAF0008576,1/18/25 14:41,C7548,Breakfast Sandwich,1,7.85
Slurpie,CAF0008576,1/18/25 14:41,C7548,Hot Chocolate,2,3.99
Slurpie,CAF0005017,1/18/25 14:42,C6473,Pizza Slice,1,5.99
Icee,CAF0015271,1/18/25 14:50,C9543,Pizza Slice,2,5.99
Slurpie,CAF0015271,1/18/25 14:50,C9543,Burger,2,10.99
Icee,CAF0023190,1/18/25 15:02,M1209,Breakfast Sandwich,1,6.67
Slurpie,CAF0023190,1/18/25 15:02,M1209,Soup,1,5.09
Icee,CAF0023190,1/18/25 15:02,M1209,Soda,2,2.54
Icee,CAF0005845,1/18/25 15:39,C6721,Soup,1,5.99
Icee,CAF0005845,1/18/25 15:39,C6721,Hot Chocolate,1,3.99
Slurpie,CAF0005845,1/18/25 15:39,C6721,Pizza Slice,2,5.99
Slurpie,CAF0012946,1/19/25 7:44,C8862,Burger,2,10.99
Slurpie,CAF0012946,1/19/25 7:44,C8862,Hot Chocolate,2,3.99
Slurpie,CAF0012946,1/19/25 7:44,C8862,Coffee,1,3.99
Slushie,CAF0020881,1/19/25 7:44,M1146,Burger,2,9.34
Icee,CAF0020881,1/19/25 7:44,M1146,Cookie,2,2.34
Icee,CAF0020881,1/19/25 7:44,M1146,Coffee,2,3.39
Slushie,CAF0016276,1/19/25 7:46,M1020,Fries,1,4.24
Slurpie,CAF0000966,1/19/25 8:06,C5262,Cookie,2,2.75
Icee,CAF0000966,1/19/25 8:06,C5262,Fries,2,4.99
Slurpie,CAF0000966,1/19/25 8:06,C5262,Hot Chocolate,2,3.99
Slurpie,CAF0013436,1/19/25 8:11,C9014,Soup,1,5.99
Icee,CAF0013436,1/19/25 8:11,C9014,Pizza Slice,1,5.99
Slushie,CAF0013436,1/19/25 8:11,C9014,Soda,2,2.99
Slushie,CAF0011639,1/19/25 8:18,C8457,Soda,2,2.99
Slushie,CAF0015378,1/19/25 8:21,C9573,Breakfast Sandwich,2,7.85
Slushie,CAF0015378,1/19/25 8:21,C9573,Soda,1,2.99
Slushie,CAF0015378,1/19/25 8:21,C9573,Pizza Slice,2,5.99
Icee,CAF0022484,1/19/25 8:29,M1193,Cookie,1,2.34
Slushie,CAF0020186,1/19/25 8:36,M1128,Burger,2,9.34
Slurpie,CAF0020186,1/19/25 8:36,M1128,Soup,1,5.09
Slushie,CAF0021917,1/19/25 8:45,M1176,Cookie,2,2.34
Icee,CAF0021917,1/19/25 8:45,M1176,Fries,1,4.24
Slurpie,CAF0013437,1/19/25 8:46,C9014,Soup,2,5.99
Slushie,CAF0015282,1/19/25 8:48,C9547,Pizza Slice,1,5.99
Icee,CAF0015282,1/19/25 8:48,C9547,Breakfast Sandwich,2,7.85
Slushie,CAF0019410,1/19/25 8:49,M1106,Burger,1,9.34
Slushie,CAF0017277,1/19/25 8:50,M1049,Coffee,2,3.39
Slurpie,CAF0017277,1/19/25 8:50,M1049,Burger,2,9.34
Slurpie,CAF0017277,1/19/25 8:50,M1049,Fries,2,4.24
Slurpie,CAF0012853,1/19/25 8:57,C8833,Cookie,1,2.75
Slushie,CAF0012853,1/19/25 8:57,C8833,Fries,2,4.99
Icee,CAF0012853,1/19/25 8:57,C8833,Soup,2,5.99
Slurpie,CAF0022312,1/19/25 8:57,M1186,Breakfast Sandwich,1,6.67
Slurpie,CAF0022312,1/19/25 8:57,M1186,Hot Chocolate,1,3.39
Slurpie,CAF0023626,1/19/25 9:00,M1219,Soup,2,5.09
Slushie,CAF0023626,1/19/25 9:00,M1219,Soda,1,2.54
Slurpie,CAF0008588,1/19/25 9:01,C7550,Breakfast Sandwich,1,7.85
Slushie,CAF0008588,1/19/25 9:01,C7550,Soup,2,5.99
Slurpie,CAF0011638,1/19/25 9:02,C8457,Breakfast Sandwich,2,7.85
Slurpie,CAF0011638,1/19/25 9:02,C8457,Coffee,1,3.99
Slushie,CAF0011638,1/19/25 9:02,C8457,Fries,2,4.99
Icee,CAF0006109,1/19/25 9:04,C6793,Coffee,1,3.99
Slushie,CAF0003409,1/19/25 9:10,C5993,Burger,1,10.99
Slurpie,CAF0019788,1/19/25 9:10,M1118,Soup,2,5.09
Icee,CAF0006106,1/19/25 9:11,C6792,Cookie,2,2.75
Slurpie,CAF0006106,1/19/25 9:11,C6792,Pizza Slice,1,5.99
Slurpie,CAF0013523,1/19/25 9:13,C9039,Burger,1,10.99
Slurpie,CAF0008695,1/19/25 9:14,C7579,Soup,2,5.99
Slurpie,CAF0008695,1/19/25 9:14,C7579,Cookie,1,2.75
Slurpie,CAF0008695,1/19/25 9:14,C7579,Hot Chocolate,1,3.99
Icee,CAF0015773,1/19/25 9:15,M1007,Breakfast Sandwich,1,6.67
Slurpie,CAF0015773,1/19/25 9:15,M1007,Cookie,1,2.34
Slushie,CAF0015773,1/19/25 9:15,M1007,Coffee,1,3.39
Slushie,CAF0007923,1/19/25 9:18,C7346,Soda,1,2.99
Slurpie,CAF0007923,1/19/25 9:18,C7346,Fries,2,4.99
Slurpie,CAF0000778,1/19/25 9:22,C5212,Pizza Slice,1,5.99
Icee,CAF0022132,1/19/25 9:23,M1182,Pizza Slice,1,5.09
Slushie,CAF0022132,1/19/25 9:23,M1182,Burger,1,9.34
Icee,CAF0015283,1/19/25 9:24,C9547,Soup,1,5.99
Slushie,CAF0015283,1/19/25 9:24,C9547,Fries,1,4.99
Slurpie,CAF0006107,1/19/25 9:25,C6792,Soup,2,5.99
Slurpie,CAF0006107,1/19/25 9:25,C6792,Hot Chocolate,2,3.99
Slurpie,CAF0006107,1/19/25 9:25,C6792,Soda,1,2.99
Slushie,CAF0012491,1/19/25 9:25,C8726,Burger,1,10.99
Icee,CAF0012491,1/19/25 9:25,C8726,Fries,2,4.99
Slushie,CAF0012947,1/19/25 9:29,C8862,Soda,2,2.99
Slushie,CAF0012947,1/19/25 9:29,C8862,Fries,2,4.99
Slurpie,CAF0012947,1/19/25 9:29,C8862,Breakfast Sandwich,2,7.85
Slurpie,CAF0021916,1/19/25 9:34,M1176,Burger,2,9.34
Slushie,CAF0021916,1/19/25 9:34,M1176,Cookie,1,2.34
Slushie,CAF0021916,1/19/25 9:34,M1176,Hot Chocolate,1,3.39
Slurpie,CAF0012667,1/19/25 9:35,C8779,Cookie,1,2.75
Icee,CAF0012667,1/19/25 9:35,C8779,Coffee,2,3.99
Slushie,CAF0001756,1/19/25 9:37,C5481,Soda,2,2.99
Slushie,CAF0009296,1/19/25 9:39,C7748,Hot Chocolate,1,3.99
Icee,CAF0009296,1/19/25 9:39,C7748,Coffee,2,3.99
Icee,CAF0009296,1/19/25 9:39,C7748,Cookie,2,2.75
Icee,CAF0016514,1/19/25 9:41,M1025,Cookie,2,2.34
Slurpie,CAF0023064,1/19/25 9:41,M1206,Hot Chocolate,2,3.39
Slurpie,CAF0018690,1/19/25 9:42,M1086,Soda,2,2.54
Slushie,CAF0018690,1/19/25 9:42,M1086,Coffee,2,3.39
Slurpie,CAF0019787,1/19/25 9:42,M1118,Cookie,1,2.34
Icee,CAF0019787,1/19/25 9:42,M1118,Coffee,2,3.39
Slurpie,CAF0019787,1/19/25 9:42,M1118,Breakfast Sandwich,2,6.67
Slushie,CAF0003276,1/19/25 9:44,C5944,Pizza Slice,1,5.99
Icee,CAF0003930,1/19/25 9:44,C6146,Pizza Slice,2,5.99
Icee,CAF0003930,1/19/25 9:44,C6146,Coffee,1,3.99
Slushie,CAF0003930,1/19/25 9:44,C6146,Hot Chocolate,1,3.99
Icee,CAF0019614,1/19/25 9:45,M1113,Pizza Slice,2,5.09
Slurpie,CAF0019614,1/19/25 9:45,M1113,Burger,1,9.34
Icee,CAF0002970,1/19/25 9:47,C5856,Breakfast Sandwich,1,7.85
Icee,CAF0002970,1/19/25 9:47,C5856,Pizza Slice,1,5.99
Slushie,CAF0013197,1/19/25 9:48,C8953,Burger,1,10.99
Slurpie,CAF0013197,1/19/25 9:48,C8953,Breakfast Sandwich,2,7.85
Icee,CAF0022862,1/19/25 9:49,M1202,Soda,2,2.54
Slushie,CAF0001329,1/19/25 9:51,C5358,Fries,2,4.99
Slushie,CAF0001329,1/19/25 9:51,C5358,Cookie,1,2.75
Icee,CAF0008851,1/19/25 9:51,C7626,Soda,2,2.99
Slurpie,CAF0008851,1/19/25 9:51,C7626,Cookie,1,2.75
Icee,CAF0020390,1/19/25 9:54,M1133,Soup,2,5.09
Icee,CAF0020390,1/19/25 9:54,M1133,Coffee,1,3.39
Slurpie,CAF0020390,1/19/25 9:54,M1133,Cookie,2,2.34
Slurpie,CAF0012087,1/19/25 9:55,C8600,Breakfast Sandwich,1,7.85
Icee,CAF0012087,1/19/25 9:55,C8600,Soda,2,2.99
Slurpie,CAF0008866,1/19/25 9:57,C7631,Burger,2,10.99
Slurpie,CAF0008866,1/19/25 9:57,C7631,Soda,2,2.99
Slurpie,CAF0008866,1/19/25 9:57,C7631,Breakfast Sandwich,1,7.85
Icee,CAF0010137,1/19/25 9:58,C8009,Soda,1,2.99
Slurpie,CAF0015379,1/19/25 10:00,C9573,Pizza Slice,2,5.99
Slushie,CAF0015379,1/19/25 10:00,C9573,Breakfast Sandwich,2,7.85
Slushie,CAF0015379,1/19/25 10:00,C9573,Soup,2,5.99
Slushie,CAF0011536,1/19/25 10:01,C8426,Soup,2,5.99
Slushie,CAF0000682,1/19/25 10:02,C5186,Soda,2,2.99
Icee,CAF0009657,1/19/25 10:03,C7859,Fries,2,4.99
Slurpie,CAF0009657,1/19/25 10:03,C7859,Hot Chocolate,2,3.99
Icee,CAF0009657,1/19/25 10:03,C7859,Coffee,1,3.99
Slurpie,CAF0019532,1/19/25 10:03,M1111,Cookie,2,2.34
Icee,CAF0022684,1/19/25 10:04,M1198,Fries,1,4.24
Icee,CAF0008238,1/19/25 10:07,C7445,Coffee,2,3.99
Slushie,CAF0015431,1/19/25 10:07,C9587,Breakfast Sandwich,1,7.85
Slushie,CAF0011591,1/19/25 10:08,C8441,Soda,1,2.99
Slurpie,CAF0011591,1/19/25 10:08,C8441,Soup,2,5.99
Icee,CAF0022311,1/19/25 10:09,M1186,Breakfast Sandwich,1,6.67
Slurpie,CAF0022311,1/19/25 10:09,M1186,Fries,2,4.24
Slushie,CAF0022311,1/19/25 10:09,M1186,Hot Chocolate,2,3.39
Slushie,CAF0018065,1/19/25 10:10,M1071,Hot Chocolate,2,3.39
Slurpie,CAF0018065,1/19/25 10:10,M1071,Pizza Slice,2,5.09
Slushie,CAF0022485,1/19/25 10:10,M1193,Burger,1,9.34
Slurpie,CAF0022485,1/19/25 10:10,M1193,Breakfast Sandwich,2,6.67
Slurpie,CAF0022485,1/19/25 10:10,M1193,Soda,2,2.54
Slushie,CAF0004492,1/19/25 10:11,C6308,Breakfast Sandwich,1,7.85
Slushie,CAF0004492,1/19/25 10:11,C6308,Pizza Slice,1,5.99
Slurpie,CAF0016277,1/19/25 10:13,M1020,Hot Chocolate,2,3.39
Slushie,CAF0015575,1/19/25 10:17,M1000,Breakfast Sandwich,2,6.67
Slushie,CAF0015575,1/19/25 10:17,M1000,Burger,1,9.34
Icee,CAF0015575,1/19/25 10:17,M1000,Cookie,2,2.34
Icee,CAF0020481,1/19/25 10:21,M1135,Fries,1,4.24
Slushie,CAF0020481,1/19/25 10:21,M1135,Coffee,2,3.39
Slushie,CAF0020481,1/19/25 10:21,M1135,Breakfast Sandwich,2,6.67
Icee,CAF0006110,1/19/25 10:24,C6793,Burger,2,10.99
Icee,CAF0006110,1/19/25 10:24,C6793,Hot Chocolate,2,3.99
Slushie,CAF0013684,1/19/25 10:24,C9086,Breakfast Sandwich,1,7.85
Icee,CAF0019647,1/19/25 10:24,M1114,Burger,2,9.34
Slurpie,CAF0019647,1/19/25 10:24,M1114,Coffee,2,3.39
Slurpie,CAF0022861,1/19/25 10:24,M1202,Hot Chocolate,1,3.39
Slushie,CAF0021253,1/19/25 10:25,M1154,Soda,1,2.54
Icee,CAF0021253,1/19/25 10:25,M1154,Fries,2,4.24
Slurpie,CAF0015738,1/19/25 10:27,M1006,Cookie,2,2.34
Slurpie,CAF0023576,1/19/25 10:27,M1218,Cookie,2,2.34
Slurpie,CAF0023576,1/19/25 10:27,M1218,Coffee,1,3.39
Icee,CAF0012621,1/19/25 10:29,C8762,Pizza Slice,1,5.99
Icee,CAF0012621,1/19/25 10:29,C8762,Soda,2,2.99
Slurpie,CAF0012621,1/19/25 10:29,C8762,Cookie,1,2.75
Slushie,CAF0008852,1/19/25 10:30,C7626,Soup,1,5.99
Icee,CAF0008852,1/19/25 10:30,C7626,Burger,2,10.99
Slurpie,CAF0008852,1/19/25 10:30,C7626,Fries,2,4.99
Icee,CAF0008592,1/19/25 10:33,C7551,Coffee,2,3.99
Icee,CAF0008592,1/19/25 10:33,C7551,Pizza Slice,2,5.99
Slushie,CAF0008592,1/19/25 10:33,C7551,Fries,1,4.99
Slurpie,CAF0012088,1/19/25 10:33,C8600,Breakfast Sandwich,1,7.85
Slushie,CAF0013848,1/19/25 10:33,C9132,Fries,2,4.99
Slushie,CAF0013848,1/19/25 10:33,C9132,Soup,1,5.99
Slurpie,CAF0016515,1/19/25 10:33,M1025,Pizza Slice,2,5.09
Icee,CAF0016515,1/19/25 10:33,M1025,Fries,2,4.24
Slurpie,CAF0009882,1/19/25 10:34,C7934,Breakfast Sandwich,1,7.85
Slushie,CAF0009882,1/19/25 10:34,C7934,Coffee,1,3.99
Slurpie,CAF0004172,1/19/25 10:35,C6213,Hot Chocolate,2,3.99
Icee,CAF0007686,1/19/25 10:37,C7274,Burger,1,10.99
Slushie,CAF0007686,1/19/25 10:37,C7274,Soda,2,2.99
Slushie,CAF0007686,1/19/25 10:37,C7274,Cookie,2,2.75
Icee,CAF0020351,1/19/25 10:37,M1132,Cookie,1,2.34
Slurpie,CAF0020351,1/19/25 10:37,M1132,Hot Chocolate,2,3.39
Icee,CAF0020351,1/19/25 10:37,M1132,Soup,2,5.09
Icee,CAF0004201,1/19/25 10:39,C6222,Breakfast Sandwich,2,7.85
Slushie,CAF0004201,1/19/25 10:39,C6222,Coffee,2,3.99
Slurpie,CAF0004201,1/19/25 10:39,C6222,Fries,2,4.99
Slurpie,CAF0008711,1/19/25 10:40,C7583,Soup,2,5.99
Slushie,CAF0008711,1/19/25 10:40,C7583,Breakfast Sandwich,2,7.85
Slurpie,CAF0008711,1/19/25 10:40,C7583,Fries,1,4.99
Icee,CAF0010119,1/19/25 10:40,C8003,Cookie,1,2.75
Icee,CAF0010119,1/19/25 10:40,C8003,Hot Chocolate,1,3.99
Icee,CAF0012668,1/19/25 10:41,C8779,Hot Chocolate,2,3.99
Slushie,CAF0012668,1/19/25 10:41,C8779,Pizza Slice,1,5.99
Icee,CAF0017146,1/19/25 10:42,M1045,Soup,1,5.09
Slushie,CAF0017146,1/19/25 10:42,M1045,Soda,2,2.54
Icee,CAF0017146,1/19/25 10:42,M1045,Burger,2,9.34
Slushie,CAF0013805,1/19/25 10:43,C9119,Breakfast Sandwich,2,7.85
Slurpie,CAF0013805,1/19/25 10:43,C9119,Burger,2,10.99
Icee,CAF0003271,1/19/25 10:44,C5941,Soup,2,5.99
Icee,CAF0009949,1/19/25 10:44,C7951,Soda,2,2.99
Slushie,CAF0009949,1/19/25 10:44,C7951,Cookie,1,2.75
Icee,CAF0016328,1/19/25 10:44,M1021,Breakfast Sandwich,2,6.67
Slurpie,CAF0013346,1/19/25 10:45,C8993,Pizza Slice,2,5.99
Icee,CAF0003277,1/19/25 10:46,C5944,Coffee,2,3.99
Icee,CAF0003277,1/19/25 10:46,C5944,Hot Chocolate,1,3.99
Slushie,CAF0003277,1/19/25 10:46,C5944,Breakfast Sandwich,1,7.85
Slushie,CAF0019533,1/19/25 10:47,M1111,Soup,1,5.09
Slurpie,CAF0019533,1/19/25 10:47,M1111,Breakfast Sandwich,2,6.67
Slurpie,CAF0019282,1/19/25 10:48,M1102,Pizza Slice,1,5.09
Slurpie,CAF0019282,1/19/25 10:48,M1102,Soda,2,2.54
Icee,CAF0019282,1/19/25 10:48,M1102,Soup,1,5.09
Slushie,CAF0011367,1/19/25 10:51,C8374,Coffee,2,3.99
Slurpie,CAF0011367,1/19/25 10:51,C8374,Pizza Slice,2,5.99
Slushie,CAF0011367,1/19/25 10:51,C8374,Soda,2,2.99
Icee,CAF0009295,1/19/25 10:54,C7748,Burger,1,10.99
Icee,CAF0011430,1/19/25 10:55,C8390,Cookie,1,2.75
Icee,CAF0011430,1/19/25 10:55,C8390,Coffee,2,3.99
Slurpie,CAF0011430,1/19/25 10:55,C8390,Fries,2,4.99
Icee,CAF0011537,1/19/25 10:55,C8426,Coffee,2,3.99
Slushie,CAF0011537,1/19/25 10:55,C8426,Hot Chocolate,2,3.99
Slurpie,CAF0011537,1/19/25 10:55,C8426,Soup,2,5.99
Slurpie,CAF0010220,1/19/25 10:58,C8037,Breakfast Sandwich,2,7.85
Slurpie,CAF0010220,1/19/25 10:58,C8037,Fries,2,4.99
Icee,CAF0010220,1/19/25 10:58,C8037,Hot Chocolate,1,3.99
Icee,CAF0019648,1/19/25 11:00,M1114,Coffee,2,3.39
Slurpie,CAF0022784,1/19/25 11:00,M1200,Hot Chocolate,1,3.39
Icee,CAF0022784,1/19/25 11:00,M1200,Soda,2,2.54
Slushie,CAF0003538,1/19/25 11:02,C6029,Burger,2,10.99
Icee,CAF0003538,1/19/25 11:02,C6029,Pizza Slice,1,5.99
Slurpie,CAF0003538,1/19/25 11:02,C6029,Fries,1,4.99
Icee,CAF0010341,1/19/25 11:03,C8071,Burger,2,10.99
Icee,CAF0010341,1/19/25 11:03,C8071,Breakfast Sandwich,1,7.85
Icee,CAF0018169,1/19/25 11:04,M1074,Coffee,2,3.39
Slurpie,CAF0022683,1/19/25 11:04,M1198,Fries,1,4.24
Slurpie,CAF0022683,1/19/25 11:04,M1198,Cookie,2,2.34
Icee,CAF0022683,1/19/25 11:04,M1198,Pizza Slice,1,5.09
Slushie,CAF0023063,1/19/25 11:04,M1206,Fries,1,4.24
Slushie,CAF0008591,1/19/25 11:05,C7551,Coffee,2,3.99
Slurpie,CAF0006278,1/19/25 11:06,C6844,Breakfast Sandwich,1,7.85
Slushie,CAF0007924,1/19/25 11:06,C7346,Hot Chocolate,2,3.99
Icee,CAF0007924,1/19/25 11:06,C7346,Burger,2,10.99
Slushie,CAF0007924,1/19/25 11:06,C7346,Coffee,1,3.99
Slushie,CAF0020391,1/19/25 11:07,M1133,Hot Chocolate,1,3.39
Icee,CAF0020391,1/19/25 11:07,M1133,Soda,1,2.54
Slushie,CAF0020391,1/19/25 11:07,M1133,Fries,2,4.24
Slurpie,CAF0009658,1/19/25 11:12,C7859,Soup,1,5.99
Slurpie,CAF0009658,1/19/25 11:12,C7859,Hot Chocolate,1,3.99
Slushie,CAF0013522,1/19/25 11:13,C9039,Burger,1,10.99
Slurpie,CAF0013522,1/19/25 11:13,C9039,Hot Chocolate,1,3.99
Slushie,CAF0020112,1/19/25 11:13,M1126,Breakfast Sandwich,2,6.67
Slurpie,CAF0010380,1/19/25 11:14,C8080,Soup,1,5.99
Slurpie,CAF0010380,1/19/25 11:14,C8080,Soda,2,2.99
Slurpie,CAF0022523,1/19/25 11:14,M1194,Pizza Slice,1,5.09
Icee,CAF0022523,1/19/25 11:14,M1194,Soup,2,5.09
Slurpie,CAF0014601,1/19/25 11:15,C9347,Breakfast Sandwich,2,7.85
Slushie,CAF0017470,1/19/25 11:15,M1056,Soup,1,5.09
Icee,CAF0017470,1/19/25 11:15,M1056,Coffee,1,3.39
Icee,CAF0005559,1/19/25 11:16,C6640,Burger,1,10.99
Icee,CAF0005559,1/19/25 11:16,C6640,Cookie,1,2.75
Icee,CAF0000462,1/19/25 11:17,C5122,Soda,1,2.99
Slurpie,CAF0000462,1/19/25 11:17,C5122,Coffee,1,3.99
Slurpie,CAF0000462,1/19/25 11:17,C5122,Hot Chocolate,1,3.99
Icee,CAF0005018,1/19/25 11:18,C6473,Pizza Slice,1,5.99
Icee,CAF0005018,1/19/25 11:18,C6473,Fries,2,4.99
Icee,CAF0011592,1/19/25 11:22,C8441,Pizza Slice,2,5.99
Slushie,CAF0011592,1/19/25 11:22,C8441,Hot Chocolate,1,3.99
Slurpie,CAF0011592,1/19/25 11:22,C8441,Coffee,1,3.99
Icee,CAF0013291,1/19/25 11:22,C8980,Burger,1,10.99
